Id,Designator,Package,Quantity,Designation,Supplier and ref
1,U3,vishay_TFBS4711,1,TFBS4711,,,
2,U1,TQFP32,1,ATMEGA328P-AU,,,
3,U7,SOT23-5,1,MIC5205,,,
4,U2,so-14,1,MCP2120-SL,,,
5,C15,C12,C17,C16,C3,C5,SM0805,6,0.1uf,,,
6,R24,R20,R21,R7,SM0805,4,10K,,,
7,R19,R18,SM0805,2,1K,,,
8,C7,C6,SM0805,2,27pf,,,
9,C2,C4,SM0805,2,4.7uf,,,
10,C14,C13,SM0805,2,15pf,,,
11,R17,SM0805,1,0 Ohm,,,
12,R16,SM0805,1,47 Ohm,,,
13,P1,SIL-6,1,.1 Header,,,
14,P2,P4,P6,SIL-2,3,Header,,,
15,J17,J18,SIL-12,2,Header,,,
16,JP1,JP3,JP2,JP4,JP5,S_JUMPER_3,5,JUMPER3,,,
17,X2,Q_49U3HMS,1,16.000Mhz,,,
18,X1,Q_49U3HMS,1,7.3728Mhz,,,
19,J5,J1,J9,J13,PIN_ARRAY_3X1,4,Header,,,
20,PZ1,piezo_spkr,1,PIEZO Speaker,,,
21,D10,D9,D7,D8,D4,D6,D1,D2,D3,D5,LED-0805,10,LED,,,
22,P3,con-jst2-SM04B-SRSS-TB,1,SM04B-SRSS-TB,,,
23,C18,C1,C21,C19,C20,c_tant_B,5,10uf,,,
24,U9,PCA9685,1,PCA9685,,,
25,P7,P8,SIL-2,2,CONN_2,,,
30,R26,R25,R27,R28,r_cat16-4,4,330 Ohm,,,
31,SW1,smd_push2,1,SW_PUSH_SMALL,,,
32,GY-271,GY-271,1,U10,,,
33,U8,SOT223,1,AMS1117,,,
34,F1,SM1812,1,FUSE,,,
35,D11,DO-214AC(SMA),1,1N4001,,,
